start_ticks,start_secs,dur_ticks,dur_secs,pitch,fullNoteOctave,velocity,part,channel
89040,58.5788595,227,0.1493418812500015,52,E3.333333333333333,80,2,0
89760,59.052543,227,0.1493418812500015,45,A2.75,80,2,0
89760,59.052543,227,0.1493418812500015,52,E3.333333333333333,80,2,0
90240,59.368332,227,0.1493418812500015,47,B2.9166666666666665,80,2,0
90240,59.368332,227,0.1493418812500015,54,F3.5#,80,2,0
90960,59.8420155,227,0.1493418812500015,47,B2.9166666666666665,80,2,0
90960,59.8420155,227,0.1493418812500015,54,F3.5#,80,2,0
91680,60.315699,227,0.1493418812500015,47,B2.9166666666666665,80,2,0
91680,60.315699,227,0.1493418812500015,54,F3.5#,80,2,0
92160,60.631488,227,0.1493418812500015,49,C3.083333333333333#,80,2,0
92160,60.631488,227,0.1493418812500015,56,G3.666666666666667#,80,2,0
92880,61.1051715,227,0.1493418812500015,49,C3.083333333333333#,80,2,0
92880,61.1051715,227,0.1493418812500015,56,G3.666666666666667#,80,2,0
93600,61.578855,227,0.1493418812500015,49,C3.083333333333333#,80,2,0
93600,61.578855,227,0.1493418812500015,56,G3.666666666666667#,80,2,0
94080,61.894644,227,0.1493418812500015,42,F2.5#,80,2,0
94080,61.894644,227,0.1493418812500015,49,C3.083333333333333#,80,2,0
94800,62.3683275,227,0.1493418812500015,42,F2.5#,80,2,0
94800,62.3683275,227,0.1493418812500015,49,C3.083333333333333#,80,2,0
95520,62.842011,227,0.1493418812500015,42,F2.5#,80,2,0
95520,62.842011,227,0.1493418812500015,49,C3.083333333333333#,80,2,0
96000,63.1578,227,0.1493418812500015,45,A2.75,80,2,0
96000,63.1578,227,0.1493418812500015,52,E3.333333333333333,80,2,0
96720,63.6314835,227,0.1493418812500015,45,A2.75,80,2,0
96720,63.6314835,227,0.1493418812500015,52,E3.333333333333333,80,2,0
97440,64.105167,227,0.1493418812500015,45,A2.75,80,2,0
97440,64.105167,227,0.1493418812500015,52,E3.333333333333333,80,2,0
97920,64.420956,227,0.1493418812500015,47,B2.9166666666666665,80,2,0
97920,64.420956,227,0.1493418812500015,54,F3.5#,80,2,0
98640,64.8946395,227,0.1493418812500015,47,B2.9166666666666665,80,2,0
98640,64.8946395,227,0.1493418812500015,54,F3.5#,80,2,0
99360,65.368323,227,0.1493418812500015,47,B2.9166666666666665,80,2,0
99360,65.368323,227,0.1493418812500015,54,F3.5#,80,2,0
99840,65.684112,227,0.1493418812500015,49,C3.083333333333333#,80,2,0
99840,65.684112,227,0.1493418812500015,56,G3.666666666666667#,80,2,0
100560,66.1577955,227,0.1493418812500015,49,C3.083333333333333#,80,2,0
100560,66.1577955,227,0.1493418812500015,56,G3.666666666666667#,80,2,0
101280,66.631479,227,0.1493418812500015,49,C3.083333333333333#,80,2,0
101280,66.631479,227,0.1493418812500015,56,G3.666666666666667#,80,2,0
101760,66.947268,227,0.1493418812500015,42,F2.5#,80,2,0
101760,66.947268,227,0.1493418812500015,49,C3.083333333333333#,80,2,0
102480,67.4209515,227,0.14934188124999404,42,F2.5#,80,2,0
102480,67.4209515,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
103200,67.894635,227,0.14934188124999404,42,F2.5#,80,2,0
103200,67.894635,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
103680,68.210424,227,0.14934188124999404,45,A2.75,80,2,0
103680,68.210424,227,0.14934188124999404,52,E3.333333333333333,80,2,0
104400,68.6841075,227,0.14934188124999404,45,A2.75,80,2,0
104400,68.6841075,227,0.14934188124999404,52,E3.333333333333333,80,2,0
105120,69.157791,227,0.14934188124999404,45,A2.75,80,2,0
105120,69.157791,227,0.14934188124999404,52,E3.333333333333333,80,2,0
105600,69.47358,227,0.14934188124999404,47,B2.9166666666666665,80,2,0
105600,69.47358,227,0.14934188124999404,54,F3.5#,80,2,0
106320,69.9472635,227,0.14934188124999404,47,B2.9166666666666665,80,2,0
106320,69.9472635,227,0.14934188124999404,54,F3.5#,80,2,0
107040,70.420947,227,0.14934188124999404,47,B2.9166666666666665,80,2,0
107040,70.420947,227,0.14934188124999404,54,F3.5#,80,2,0
107520,70.736736,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
107520,70.736736,227,0.14934188124999404,56,G3.666666666666667#,80,2,0
108240,71.2104195,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
108240,71.2104195,227,0.14934188124999404,56,G3.666666666666667#,80,2,0
108960,71.684103,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
108960,71.684103,227,0.14934188124999404,56,G3.666666666666667#,80,2,0
109440,71.999892,227,0.14934188124999404,42,F2.5#,80,2,0
109440,71.999892,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
110160,72.4735755,227,0.14934188124999404,42,F2.5#,80,2,0
110160,72.4735755,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
110880,72.947259,227,0.14934188124999404,42,F2.5#,80,2,0
110880,72.947259,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
111360,73.263048,227,0.14934188124999404,45,A2.75,80,2,0
111360,73.263048,227,0.14934188124999404,52,E3.333333333333333,80,2,0
112080,73.7367315,227,0.14934188124999404,45,A2.75,80,2,0
112080,73.7367315,227,0.14934188124999404,52,E3.333333333333333,80,2,0
112800,74.210415,227,0.14934188124999404,45,A2.75,80,2,0
112800,74.210415,227,0.14934188124999404,52,E3.333333333333333,80,2,0
113280,74.526204,227,0.14934188124999404,47,B2.9166666666666665,80,2,0
113280,74.526204,227,0.14934188124999404,54,F3.5#,80,2,0
114000,74.9998875,227,0.14934188124999404,47,B2.9166666666666665,80,2,0
114000,74.9998875,227,0.14934188124999404,54,F3.5#,80,2,0
114720,75.473571,227,0.14934188124999404,47,B2.9166666666666665,80,2,0
114720,75.473571,227,0.14934188124999404,54,F3.5#,80,2,0
115200,75.78936,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
115200,75.78936,227,0.14934188124999404,56,G3.666666666666667#,80,2,0
115920,76.2630435,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
115920,76.2630435,227,0.14934188124999404,56,G3.666666666666667#,80,2,0
116640,76.736727,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
116640,76.736727,227,0.14934188124999404,56,G3.666666666666667#,80,2,0
117120,77.052516,227,0.14934188124999404,42,F2.5#,80,2,0
117120,77.052516,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
117840,77.5261995,227,0.14934188124999404,42,F2.5#,80,2,0
117840,77.5261995,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
118560,77.999883,227,0.14934188124999404,42,F2.5#,80,2,0
118560,77.999883,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
119040,78.315672,227,0.14934188124999404,45,A2.75,80,2,0
119040,78.315672,227,0.14934188124999404,52,E3.333333333333333,80,2,0
119760,78.7893555,227,0.14934188124999404,45,A2.75,80,2,0
119760,78.7893555,227,0.14934188124999404,52,E3.333333333333333,80,2,0
120480,79.263039,227,0.14934188124999404,45,A2.75,80,2,0
120480,79.263039,227,0.14934188124999404,52,E3.333333333333333,80,2,0
120960,79.578828,227,0.14934188124999404,47,B2.9166666666666665,80,2,0
120960,79.578828,227,0.14934188124999404,54,F3.5#,80,2,0
121680,80.0525115,227,0.14934188124999404,47,B2.9166666666666665,80,2,0
121680,80.0525115,227,0.14934188124999404,54,F3.5#,80,2,0
122400,80.526195,227,0.14934188124999404,47,B2.9166666666666665,80,2,0
122400,80.526195,227,0.14934188124999404,54,F3.5#,80,2,0
122880,80.841984,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
122880,80.841984,227,0.14934188124999404,56,G3.666666666666667#,80,2,0
123600,81.3156675,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
123600,81.3156675,227,0.14934188124999404,56,G3.666666666666667#,80,2,0
124320,81.789351,227,0.14934188124999404,49,C3.083333333333333#,80,2,0
124320,81.789351,227,0.14934188124999404,56,G3.666666666666667#,80,2,0
124800,82.10514,227,0.14934188124999404,42,F2.5#,80,2,0
