id,symbol,name,mcap,av
103,F,Ford Motor Company,20000000000.0,0.2507
104,GM,General Motors Com...,30000000000.0,0.2647
105,HOG,Harley-Davidson In...,2000000000.0,0.2892
106,HMC,Honda Motor Co Ltd...,42000000000.0,0.2084
108,TM,Toyota Motor Corp ...,205000000000.0,0.1885
111,TTM,Tata Motors Limite...,3000000000.0,0.3845
112,FCAU,Fiat Chrysler Automobiles,14000000000.0,0.3969
113,VOW3.DE,Volkswagen,55000000000.0,0.3149
