theta,pitch,note,note_start_secs,note_duration_secs,cx,cy
0.009448086014373119,50.0,0.0,0.25334760625,0.25334760625,0.47239727245037755,49.99776835836757
0.014692398075214587,57.0,0.0,0.39397226874999997,0.12611576875,0.837436560436676,56.99384791367612
0.03791720863036965,62.0,0.0,1.01673863125,0.61495388125,2.350303662913249,61.955436183535156
0.03791720863036965,50.0,1.0,1.01673863125,0.61495388125,1.895406179768749,49.9640614383348
0.04940474933507001,48.0,0.0,1.32477360625,0.25334760625,2.370463377350111,47.94143201216086
0.054649061395911476,55.0,0.0,1.46539826875,0.12611576875,3.0042025038236444,54.91789114046551
0.0691333518496641,60.0,0.0,1.85379019375,0.38057944374999997,4.144697727013072,59.85667448791064
0.07937224682559268,48.0,0.0,2.12834310625,0.25334760625,3.805868775779135,47.84888047657489
0.0893614126557669,41.0,0.0,2.39619960625,0.25334760625,3.6589436522855165,40.83640693485899
0.09460572471660837,48.0,0.0,2.5368242687499998,0.12611576875,4.534303863261888,47.7853543303344
0.10909001517036099,53.0,0.0,2.9252161937500003,0.38057944374999997,5.770309838585551,52.68494589886871
0.11932891014628957,48.0,0.0,3.19976910625,0.25334760625,5.7142039958324435,47.658659996835965
0.1293180759764638,41.0,0.0,3.4676256062500004,0.25334760625,5.287275648842519,40.65765261562892
0.13456238803730527,48.0,0.0,3.60825026875,0.12611576875,6.439520057159841,47.56608646329269
0.14904667849105788,53.0,0.0,3.99664219375,0.38057944374999997,7.870258742624268,52.41239383317791
0.15928557346698646,48.0,0.0,4.27119510625,0.25334760625,7.613417503222143,47.3923609236935
0.1692747392971607,50.0,0.0,4.53905160625,0.25334760625,8.423374936684375,49.285360449894625
0.17451905135800216,57.0,0.0,4.67967626875,0.12611576875,9.897167331265969,56.13417923882847
0.1977438619131572,62.0,0.0,5.30244263125,0.61495388125,12.1803750134949,60.79176313063004
0.1977438619131572,50.0,1.0,5.30244263125,0.61495388125,9.822883075399112,49.02561542792745
0.20923140261785758,48.0,0.0,5.61047760625,0.25334760625,9.969990064627208,46.953160682868145
0.21447571467869905,55.0,0.0,5.7511022687499995,0.12611576875,11.705935154075853,53.73984631694224
0.22896000513245165,60.0,0.0,6.13949419375,0.38057944374999997,13.617887542511967,58.434177831809166
0.23919890010838024,48.0,0.0,6.41404710625,0.25334760625,11.372371751512631,46.63334816143269
0.24918806593855447,41.0,0.0,6.681903606250001,0.25334760625,10.111304576566585,39.733632098763685
0.25443237799939594,48.0,0.0,6.82252826875,0.12611576875,12.081412850495667,46.45470335214593
0.26891666845314854,53.0,0.0,7.21092019375,0.38057944374999997,14.081421438780744,51.09514233528903
0.27915556342907716,48.0,0.0,7.485473106250001,0.25334760625,13.226111989002348,46.14184610149846
0.2891447292592514,41.0,0.0,7.75332960625,0.25334760625,11.690435069478779,39.29801175487509
0.2943890413200928,48.0,0.0,7.89395426875,0.12611576875,13.927451007547234,45.935020501055305
0.30887333177384546,53.0,0.0,8.28234619375,0.38057944374999997,16.111230391171656,50.49186325817841
0.319112226749774,48.0,0.0,8.556899106249999,0.25334760625,15.058739085745177,45.57668677237794
0.32910139257994825,50.0,0.0,8.82475560625,0.25334760625,16.159638850405017,47.31665744982924
0.3343457046407897,57.0,0.0,8.965380268750001,0.12611576875,18.704617046921094,53.84363751761232
0.3488299950945423,62.0,0.0,9.35377219375,0.38057944374999997,21.19150714419813,58.26594223864743
0.35906889007047094,50.0,0.0,9.62832510625,0.25334760625,17.57013289353183,46.8112211985933
0.36905805590064517,48.0,0.0,9.89618160625,0.25334760625,17.31537942862856,44.76804256657451
0.37430236796148664,55.0,0.0,10.03680626875,0.12611576875,20.109280844339896,51.19196053994674
0.38878665841523924,60.0,0.0,10.42519819375,0.38057944374999997,22.743954295069923,55.52218064002683
0.3990255533911678,48.0,0.0,10.69975110625,0.25334760625,18.648990374554526,44.22912115348634
0.409014719221342,41.0,0.0,10.967607606249999,0.25334760625,16.30592603839509,37.618037907769576
0.4142590312821835,48.0,0.0,11.108232268750001,0.12611576875,19.320563865523685,43.93991137813344
0.4287433217359361,53.0,0.0,11.49662419375,0.38057944374999997,22.033594391176667,48.202911926616096
0.4389822167118647,48.0,0.0,11.771177106249999,0.25334760625,20.400883367547546,43.44886601309316
0.44897138254203894,41.0,0.0,12.03903360625,0.25334760625,17.795602630822515,36.9366556012569
0.4542156946028804,48.0,0.0,12.17965826875,0.12611576875,21.06036805158481,43.13306037753159
0.468699985056633,53.0,0.0,12.56805019375,0.38057944374999997,23.941523098240644,47.28428355951277
0.4789388800325616,48.0,0.0,12.84260310625,0.25334760625,22.120209970488986,42.59925246834127
0.4889280458627358,50.0,0.0,13.11045960625,0.25334760625,23.483989879967908,44.14184204717294
0.4941723579235773,57.0,0.0,13.25108426875,0.12611576875,27.035281803073836,50.18060918151936
0.5181463559159954,62.0,0.0,13.89393986875,0.63504311875,30.706780748731973,53.86180108434273
0.5181463559159954,50.0,1.0,13.89393986875,0.63504311875,24.76353286188062,43.43693635834091
0.5288847091834327,48.0,0.0,14.181885606249999,0.25334760625,24.219395817233654,41.44177682300995
0.5341290212442742,55.0,0.0,14.322510268750001,0.12611576875,28.000036374167117,47.339179999713956
0.5486133116980269,60.0,0.0,14.71090219375,0.38057944374999997,31.29027245933567,51.194910385902034
0.5588522066739554,48.0,0.0,14.985455106249999,0.25334760625,25.450241974674356,40.69748374814497
0.5688413725041296,41.0,0.0,15.25331160625,0.25334760625,22.084905722241036,34.543551340875844
0.5740856845649711,48.0,0.0,15.39393626875,0.12611576875,26.067229295999027,40.305081029937284
