theta,pitch,note,note_start_secs,note_duration_secs,cx,cy
0.015021276349131524,35.0,0.0,0.9027778229166666,0.9027778229166666,0.5257249010481516,34.99605139624209
0.027104325016784572,47.0,0.0,1.6289683354166666,0.6765873354166667,1.273747303859548,46.98273691267794
0.03146214584774141,35.0,0.0,1.8908731104166665,0.22420636041666667,1.100993444248767,34.98267876300672
0.04671451875609034,35.0,0.0,2.8075398229166666,0.9027778229166666,1.6344135562719417,34.96181763477229
0.06256113995956976,47.0,0.0,3.7599208229166665,0.9027778229166666,2.938455900572616,46.908053433503184
0.07840776116304916,35.0,0.0,4.712301822916667,0.9027778229166666,2.7414606432312145,34.89246900896545
0.0904908098307022,47.0,0.0,5.438492335416666,0.6765873354166667,4.247266002017249,46.80769948959368
0.09484863066165905,35.0,0.0,5.700397110416667,0.22420636041666667,3.314726826272964,34.84268339360771
0.11010100357000797,35.0,0.0,6.617063822916667,0.9027778229166666,3.84575426869778,34.78807517102366
0.1259476247734874,47.0,0.0,7.569444822916667,0.9027778229166666,5.903900692716667,46.62771661373244
0.1417942459769668,35.0,0.0,8.521825822916666,0.9027778229166666,4.946185304958325,34.6487409717729
0.15387729464461986,47.0,0.0,9.248016335416667,0.6765873354166667,7.2037255504178646,46.444658876928536
0.1582351154755767,35.0,0.0,9.509921110416668,0.22420636041666667,5.515146603426084,34.56274233828557
0.1734874883839256,35.0,0.0,10.426587822916666,0.9027778229166666,6.041648503797377,34.47460635535325
0.18933410958740504,47.0,0.0,11.378968822916667,0.9027778229166666,8.845632459582767,46.16009950585003
0.20518073079088445,33.0,0.0,12.331349822916666,0.9027778229166666,6.723555400493282,32.30779786330999
0.21726377945853748,45.0,0.0,13.057540335416666,0.6765873354166667,9.700134247537843,43.94209138832315
0.22162160028949432,33.0,0.0,13.319445110416668,0.22420636041666667,7.253791084543696,32.192895410350935
0.23687397319784326,33.0,0.0,14.236111822916666,0.9027778229166666,7.743946366526008,32.078517650795035
0.25272059440132266,45.0,0.0,15.188492822916666,0.9027778229166666,11.251757615237777,43.570608792716435
0.26856721560480207,31.0,0.0,16.140873822916667,0.9027778229166666,8.225858911813257,29.888714344430113
0.2768866917366288,43.0,0.0,16.640873847916666,0.4503968479166667,11.754576846598479,41.36217986467119
0.28481000233836845,42.0,0.0,17.117064347916667,0.4503968479166667,11.800954735569787,40.308032292944205
0.28481000233836845,30.0,1.0,17.117064347916667,0.4503968479166667,8.429253382549847,28.791451637817293
0.3002604580117609,40.0,0.0,18.04563582291667,0.9027778229166666,11.830760867089648,38.210379444671055
0.3002604580117609,28.0,1.0,18.04563582291667,0.9027778229166666,8.281532606962752,26.74726561126974
0.3161070792152403,40.0,0.0,18.998016822916668,0.9027778229166666,12.434755522492614,38.01811219794901
0.3319537004187197,35.0,0.0,19.950397822916667,0.9027778229166666,11.406174224013888,33.08926094024225
0.3440367490863728,47.0,0.0,20.676588335416668,0.6765873354166667,15.852631348908627,44.24583685857461
0.3483945699173296,35.0,0.0,20.938493110416665,0.22420636041666667,11.948624414927922,32.897270017297615
0.36364694282567855,35.0,0.0,21.85515982291667,0.9027778229166666,12.44897658413367,32.711205755943816
0.37949356402915796,47.0,0.0,22.807540822916668,0.9027778229166666,17.41115529644999,43.65606110545134
0.39534018523263736,35.0,0.0,23.759921822916667,0.9027778229166666,13.4792754717952,32.30029617132729
0.4074232339002904,47.0,0.0,24.486112335416667,0.6765873354166667,18.6235056670637,43.15281029862188
0.41178105473124726,35.0,0.0,24.748017110416665,0.22420636041666667,14.00847480466445,32.07432982381832
0.4270334276395962,35.0,0.0,25.66468382291667,0.9027778229166666,14.49603607793778,31.856944894749816
0.4428800488430756,47.0,0.0,26.617064822916667,0.9027778229166666,20.14154092470067,42.465495748649964
0.458726670046555,33.0,0.0,27.569445822916666,0.9027778229166666,14.612623637272499,29.588363091516655
0.470809718714208,45.0,0.0,28.295636335416667,0.6765873354166667,20.412362536288107,40.10405784564876
0.4751675395451649,33.0,0.0,28.557541110416665,0.22420636041666667,15.097085271104994,29.344130866614275
0.4904199124535138,33.0,0.0,29.474207822916668,0.9027778229166666,15.542879524386876,29.110460252122348
0.5062665336569933,45.0,0.0,30.426588822916667,0.9027778229166666,21.82119704620646,39.35524564109123
0.5221131548604726,31.0,0.0,31.37896982291667,0.9027778229166666,15.46009876561001,26.86978500393302
0.5304326309922993,43.0,0.0,31.878969847916668,0.4503968479166667,21.753982551368264,37.09129605655167
0.538355941594039,42.0,0.0,32.355160347916666,0.4503968479166667,21.534457319959774,36.05921723963002
0.538355941594039,30.0,1.0,32.355160347916666,0.4503968479166667,15.381755228542694,25.75658374259287
0.5538063972674314,40.0,0.0,33.28373182291667,0.9027778229166666,21.03713926366176,34.02115182649319
0.5538063972674314,28.0,1.0,33.28373182291667,0.9027778229166666,14.725997484563234,23.81480627854523
0.5696530184709109,40.0,0.0,34.23611282291667,0.9027778229166666,21.573595686692354,33.68352667324384
0.5854996396743902,35.0,0.0,35.18849382291666,0.9027778229166666,19.34155541578934,29.170262839027522
0.5975826883420433,47.0,0.0,35.914684335416666,0.6765873354166667,26.444349414364588,38.85481159458884
0.6019405091730001,35.0,0.0,36.176589110416664,0.22420636041666667,19.8185043216907,28.84834287183801
0.617192882081349,35.0,0.0,37.09325582291667,0.9027778229166666,20.25618775205562,28.542719873086234
0.6330395032848285,47.0,0.0,38.04563682291666,0.9027778229166666,27.805107644901177,37.892954343194965
0.648886124488308,35.0,0.0,38.998017822916665,0.9027778229166666,21.15047522832837,27.886509240417094
