id,likes,tweet,created_at,followers_count,name,type
JLo,30914,#10yearchallange #challengeaccepted♥️ https://t.co/ABcuYNZe8e,Tue Jan 15 21:34:43 +0000 2019,43523082,Jennifer Lopez,0
JLo,18072,"Day 9 and feelin’... like I can’t wait for Day 10. 😅

Who’s still with us? @arod

#10DayChallenge #NoSugarNoCarbs… https://t.co/wg94AVhWV2",Tue Jan 29 22:43:25 +0000 2019,43523082,Jennifer Lopez,0
JLo,16480,Soar♥️ https://t.co/ZtTN46GM5m,Tue Jan 15 18:39:18 +0000 2019,43523082,Jennifer Lopez,0
JLo,14509,Who’s joining me and @AROD on our 10-day #NoCarbsNoSugar challenge? ☺️ https://t.co/n1PAUbK6Sk,Sun Jan 27 17:17:38 +0000 2019,43523082,Jennifer Lopez,0
JLo,13387,It’s Friday...YOU KNOW WHAT TO DO 💥 #jloxniyamasol https://t.co/aRmStldG0i,Sat Jan 12 02:05:23 +0000 2019,43523082,Jennifer Lopez,0
